BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
197605,29,1530,197605,29,1530,,9986350,COLORADO,8,1976,May,Tornado,C,123,WELD,,5/29/1976 15:30,CST,5/29/1976 15:30,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,40.58,-104.53,,,,,PUB
197605,29,1545,197605,29,1545,,9986351,COLORADO,8,1976,May,Tornado,C,123,WELD,,5/29/1976 15:45,CST,5/29/1976 15:45,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,40.62,-104,,,,,PUB
197605,29,1600,197605,29,1600,,9986352,COLORADO,8,1976,May,Tornado,C,75,LOGAN,,5/29/1976 16:00,CST,5/29/1976 16:00,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,40.63,-103.7,,,,,PUB
197605,29,1617,197605,29,1617,,9986353,COLORADO,8,1976,May,Tornado,C,123,WELD,,5/29/1976 16:17,CST,5/29/1976 16:17,0,0,0,0,0K,0,,0,,,,F0,0.1,20,,,,,0,,,0,,,40.63,-104.32,,,,,PUB
197605,29,1620,197605,29,1620,,9986354,COLORADO,8,1976,May,Tornado,C,99,PROWERS,,5/29/1976 16:20,CST,5/29/1976 16:20,0,0,0,0,0K,0,,0,,,,F0,0.1,20,,,,,0,,,0,,,38.27,-102.08,,,,,PUB
197605,29,1620,197605,29,1620,,9986355,COLORADO,8,1976,May,Tornado,C,61,KIOWA,,5/29/1976 16:20,CST,5/29/1976 16:20,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,38.35,-102.08,,,,,PUB
197605,29,1630,197605,29,1630,,9986356,COLORADO,8,1976,May,Tornado,C,75,LOGAN,,5/29/1976 16:30,CST,5/29/1976 16:30,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,40.63,-103.45,,,,,PUB
197605,30,1340,197605,30,1340,,9986357,COLORADO,8,1976,May,Tornado,C,1,ADAMS,,5/30/1976 13:40,CST,5/30/1976 13:40,0,0,0,0,250K,0,,0,,,,F2,5.4,67,,,,,0,,,0,,,39.8,-104.88,39.83,-104.78,,,PUB
197606,4,1530,197606,4,1530,,9986358,COLORADO,8,1976,June,Tornado,C,123,WELD,,6/4/1976 15:30,CST,6/4/1976 15:30,0,0,0,0,0K,0,,0,,,,F1,0.5,150,,,,,0,,,0,,,40.2,-104.82,,,,,PUB
197606,4,1530,197606,4,1530,,9986359,COLORADO,8,1976,June,Tornado,C,123,WELD,,6/4/1976 15:30,CST,6/4/1976 15:30,0,0,0,0,0K,0,,0,,,,F1,0.5,150,,,,,0,,,0,,,40.17,-104.9,,,,,PUB
197606,4,1530,197606,4,1530,,9986360,COLORADO,8,1976,June,Tornado,C,123,WELD,,6/4/1976 15:30,CST,6/4/1976 15:30,0,0,0,0,0K,0,,0,,,,F1,0.5,150,,,,,0,,,0,,,40.23,-104.82,,,,,PUB
197606,4,1530,197606,4,1530,,9986361,COLORADO,8,1976,June,Tornado,C,123,WELD,,6/4/1976 15:30,CST,6/4/1976 15:30,0,0,0,0,25K,0,,0,,,,F2,1.5,200,,,,,0,,,0,,,40.22,-104.82,,,,,PUB
197606,4,1535,197606,4,1535,,9986362,COLORADO,8,1976,June,Tornado,C,123,WELD,,6/4/1976 15:35,CST,6/4/1976 15:35,0,0,0,0,0K,0,,0,,,,F1,0.5,150,,,,,0,,,0,,,40.08,-105,,,,,PUB
197606,4,1545,197606,4,1545,,9986363,COLORADO,8,1976,June,Tornado,C,1,ADAMS,,6/4/1976 15:45,CST,6/4/1976 15:45,0,0,0,0,0K,0,,0,,,,F0,0.1,20,,,,,0,,,0,,,39.98,-104.93,,,,,PUB
197606,4,1545,197606,4,1545,,9986364,COLORADO,8,1976,June,Tornado,C,123,WELD,,6/4/1976 15:45,CST,6/4/1976 15:45,0,0,0,0,2.5K,0,,0,,,,F1,0.5,150,,,,,0,,,0,,,40.42,-104.77,,,,,PUB
197606,4,1605,197606,4,1605,,9986365,COLORADO,8,1976,June,Tornado,C,1,ADAMS,,6/4/1976 16:05,CST,6/4/1976 16:05,0,0,0,0,0K,0,,0,,,,F0,0.1,20,,,,,0,,,0,,,39.83,-105.05,,,,,PUB
197606,4,1610,197606,4,1610,,9986366,COLORADO,8,1976,June,Tornado,C,123,WELD,,6/4/1976 16:10,CST,6/4/1976 16:10,0,0,0,0,0K,0,,0,,,,F0,0.2,100,,,,,0,,,0,,,40.38,-104.38,,,,,PUB
197606,4,1610,197606,4,1610,,9986367,COLORADO,8,1976,June,Tornado,C,123,WELD,,6/4/1976 16:10,CST,6/4/1976 16:10,0,0,0,0,0K,0,,0,,,,F0,0.2,100,,,,,0,,,0,,,40.35,-104.7,,,,,PUB
197606,4,1630,197606,4,1630,,9986368,COLORADO,8,1976,June,Tornado,C,69,LARIMER,,6/4/1976 16:30,CST,6/4/1976 16:30,0,0,0,0,0K,0,,0,,,,F2,0.5,300,,,,,0,,,0,,,40.58,-105.08,,,,,PUB
197606,4,1722,197606,4,1722,,9986369,COLORADO,8,1976,June,Tornado,C,1,ADAMS,,6/4/1976 17:22,CST,6/4/1976 17:22,0,0,0,0,0K,0,,0,,,,F0,0.1,20,,,,,0,,,0,,,40,-105.08,,,,,PUB
197606,4,1900,197606,4,1900,,9986370,COLORADO,8,1976,June,Tornado,C,87,MORGAN,,6/4/1976 19:00,CST,6/4/1976 19:00,0,0,0,0,0K,0,,0,,,,F1,0.1,70,,,,,0,,,0,,,40.25,-103.8,,,,,PUB
197607,4,1925,197607,4,1925,,9986379,COLORADO,8,1976,July,Tornado,C,123,WELD,,7/4/1976 19:25,CST,7/4/1976 19:25,0,0,0,0,25K,0,,0,,,,F1,0.3,150,,,,,0,,,0,,,40.08,-104.55,,,,,PUB
197601,13,1905,197601,13,1905,,9978414,ALABAMA,1,1976,January,Tornado,C,73,JEFFERSON,,1/13/1976 19:05,CST,1/13/1976 19:05,1,0,0,0,250K,0,,0,,,,F2,0.3,50,,,,,0,,,0,,,33.52,-86.82,,,,,PUB
197605,15,20,197605,15,20,,10111574,SOUTH CAROLINA,45,1976,May,Tornado,C,75,ORANGEBURG,,5/15/1976 0:20,CST,5/15/1976 0:20,3,0,0,0,250K,0,,0,,,,F2,3.8,40,,,,,0,,,0,,,33.47,-81.03,33.52,-81.05,,,PUB
197601,7,1200,197601,7,1200,,10001747,FLORIDA,12,1976,January,Tornado,C,33,ESCAMBIA,,1/7/1976 12:00,CST,1/7/1976 12:00,0,0,0,0,0K,0,,0,,,,F0,0.1,10,,,,,0,,,0,,,30.38,-87.35,,,,,PUB
197603,12,1415,197603,12,1415,,10019186,INDIANA,18,1976,March,Tornado,C,91,LA PORTE,,3/12/1976 14:15,CST,3/12/1976 14:15,7,0,0,0,250K,0,,0,,,,F3,12.6,200,,,,,0,,,0,,,41.68,-86.93,41.62,-86.7,,,PUB
