BEGIN_DAY,BEGIN_TIME,END_DAY,END_TIME,STATE,YEAR,MONTH_NAME,CZ_TYPE,CZ_NAME,CZ_TIMEZONE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,LAT,LON,END_LAT,END_LON
17,2137,17,2140,TENNESSEE,2013,November,C,LINCOLN,CST-6,0,0,0,0,,,0,0.57,25,35.222,-86.6418,35.2218,-86.6318
31,2003,31,2004,KENTUCKY,2013,October,C,MARSHALL,CST-6,0,0,0,0,35.00K,0.00K,0,0.5,50,37.0026,-88.3491,37.007,-88.342
1,1742,1,1747,ILLINOIS,2013,September,C,LA SALLE,CST-6,0,0,0,0,0.00K,0.00K,0,1.63,50,41.5305,-88.7745,41.507,-88.772
31,1905,31,1914,MISSOURI,2013,October,C,MISSISSIPPI,CST-6,0,0,0,0,90.00K,0.00K,1,6.7,200,36.92,-89.22,36.9401,-89.1013
10,1240,10,1300,KENTUCKY,2013,June,C,LOGAN,CST-6,4,0,0,0,500.00K,30.00K,2,9.03,325,36.713,-86.9166,36.7068,-86.7534
10,1300,10,1309,KENTUCKY,2013,June,C,SIMPSON,CST-6,0,0,0,0,2.00K,5.00K,1,4.87,200,36.7068,-86.7534,36.6963,-86.6684
31,930,31,934,LOUISIANA,2013,October,C,CALCASIEU,CST-6,0,0,0,0,10.00K,0.00K,0,1.39,30,30.1595,-93.2959,30.1615,-93.2727
17,1520,17,1522,MICHIGAN,2013,November,C,MECOSTA,EST-5,0,0,0,0,0.00K,0.00K,0,0.25,50,43.6502,-85.3136,43.6502,-85.3136
31,1851,31,1859,ILLINOIS,2013,October,C,WILLIAMSON,CST-6,0,0,0,0,40.00K,0.00K,1,6.43,175,37.6055,-88.83,37.6092,-88.7127
1,1515,1,1525,FLORIDA,2013,August,C,DUVAL,EST-5,0,1,0,0,500.00K,0.00K,1,1.93,100,30.3513,-81.5124,30.3617,-81.4823
13,1357,13,1406,VIRGINIA,2013,June,C,KING GEORGE,EST-5,0,0,0,0,0.00K,12.50K,0,7.14,50,38.18,-77.18,38.189,-77.049
2,1125,2,1127,NORTH CAROLINA,2013,July,C,PERSON,EST-5,0,0,0,0,100.00K,0.00K,0,0.43,180,36.513,-79.0828,36.5192,-79.0818
30,525,30,530,TENNESSEE,2013,January,C,COFFEE,CST-6,0,0,0,0,50.00K,10.00K,0,5.22,75,35.4886,-86.0923,35.5054,-86.0018
8,1424,8,1426,FLORIDA,2013,October,C,HILLSBOROUGH,EST-5,0,0,0,0,0.00K,0.00K,0,0.25,30,27.8309,-82.5168,27.8311,-82.5156
13,905,13,913,NEW JERSEY,2013,August,C,OCEAN,EST-5,0,0,0,0,250.00K,0.00K,0,3.16,100,39.6849,-74.2688,39.7133,-74.2223
3,1815,3,1820,MONTANA,2013,August,C,POWDER RIVER,MST-7,0,0,0,0,,,0,1,100,45.44,-105.6,45.44,-105.6
10,1332,10,1337,OHIO,2013,July,C,HURON,EST-5,0,0,0,0,50.00K,0.00K,0,4.09,50,41.181,-82.8369,41.2212,-82.7791
15,1611,15,1611,WYOMING,2013,September,C,SWEETWATER,MST-7,0,0,0,0,0.00K,0.00K,0,0.05,30,41.8658,-109.6777,41.8658,-109.6777
2,1759,2,1810,SOUTH CAROLINA,2013,July,C,FLORENCE,EST-5,9,0,0,0,88.00K,0.00K,1,3.08,90,34.1919,-79.71,34.2329,-79.6887
15,2012,15,2023,TEXAS,2013,May,C,JOHNSON,CST-6,7,0,0,0,124.00M,0.00K,3,7.79,1733,32.255,-97.495,32.339,-97.406
4,1755,4,1756,IOWA,2013,October,C,PLYMOUTH,CST-6,0,0,0,0,0.00K,0.00K,0,1.28,50,42.7464,-96.3815,42.7605,-96.3652
4,1735,4,1810,IOWA,2013,October,C,WOODBURY,CST-6,0,0,0,0,2.00M,,4,22.66,2600,42.3319,-96.1086,42.5609,-95.7905
4,1841,4,1843,IOWA,2013,October,C,CHEROKEE,CST-6,0,0,0,0,0.00K,0.00K,0,0.55,50,42.6879,-95.622,42.6953,-95.618
4,1846,4,1847,IOWA,2013,October,C,CHEROKEE,CST-6,0,0,0,0,0.00K,0.00K,0,0.4,50,42.7167,-95.5901,42.7217,-95.5861
10,1228,10,1233,INDIANA,2013,July,C,MIAMI,EST-5,2,0,0,0,0.00K,0.00K,1,3.47,200,40.7463,-86.1131,40.7426,-86.0471
10,1607,10,1614,ARKANSAS,2013,April,C,STONE,CST-6,0,0,0,0,200.00K,0.00K,1,4.14,300,35.7494,-92.2844,35.8066,-92.2622
1,1542,1,1547,TEXAS,2013,August,C,LUBBOCK,CST-6,0,0,0,0,0.00K,0.00K,0,0.74,25,33.6621,-101.8345,33.6723,-101.8307
31,2103,31,2107,ILLINOIS,2013,May,C,MACON,CST-6,0,0,0,0,500.00K,0.00K,1,1.99,100,39.8586,-88.9856,39.8685,-88.9504
17,1226,17,1233,ILLINOIS,2013,November,C,WILL,CST-6,0,0,0,0,2.00M,0.00K,2,7.6,200,41.2851,-88.2469,41.3542,-88.133
8,1254,8,1259,COLORADO,2013,May,C,PROWERS,MST-7,0,0,0,0,0.00K,0.00K,0,0.1,75,38.1,-102.43,38.1,-102.43
17,1850,17,1853,TEXAS,2013,May,C,YOUNG,CST-6,0,0,0,0,80.00K,0.00K,1,3.14,20,32.999,-98.784,32.9615,-98.8145
9,1655,9,1656,KENTUCKY,2013,June,C,LAWRENCE,EST-5,0,0,0,0,10.00K,1.00K,0,0.39,50,37.9089,-82.7181,37.9107,-82.7113
31,1730,31,1737,OKLAHOMA,2013,May,C,OSAGE,CST-6,0,0,0,0,2.00K,0.00K,1,2.5,200,36.6154,-96.6006,36.6305,-96.5599
19,1745,19,1748,IOWA,2013,May,C,DALLAS,CST-6,0,0,0,0,50.00K,0.00K,1,1.43,100,41.6656,-93.9073,41.6774,-93.8845
14,1645,14,1648,TEXAS,2013,August,C,SHERMAN,CST-6,0,0,0,0,0.00K,0.00K,0,1,50,36.34,-101.82,36.34,-101.82
18,1627,18,1636,KANSAS,2013,May,C,TREGO,CST-6,0,0,0,0,0.00K,0.00K,0,2.92,100,38.7602,-99.8556,38.7798,-99.8075
20,1711,20,1711,NORTH DAKOTA,2013,June,C,BARNES,CST-6,0,0,0,0,,,0,0.1,20,47.05,-98.3,47.05,-98.3
13,1411,13,1414,TENNESSEE,2013,June,C,JEFFERSON,EST-5,0,0,0,0,50.00K,0.00K,1,2,120,36.1311,-83.6315,36.1099,-83.6083
5,1723,5,1730,WISCONSIN,2013,October,C,MARQUETTE,CST-6,0,0,0,0,50.00K,5.00K,0,1.78,50,43.7,-89.477,43.7257,-89.4765
27,1810,27,1820,KANSAS,2013,May,C,JEWELL,CST-6,1,0,0,0,0.40M,0.50M,3,3.56,1580,39.847,-98.504,39.838,-98.438
28,1745,28,1750,TEXAS,2013,May,C,DEAF SMITH,CST-6,0,0,0,0,0.00K,0.00K,0,2.14,75,34.7897,-102.961,34.7939,-102.9237
15,1934,15,1936,TEXAS,2013,May,C,HAMILTON,CST-6,0,0,0,0,0.00K,10.00K,0,0.21,30,31.512,-98.135,31.515,-98.135
17,1543,17,1544,INDIANA,2013,November,C,WABASH,EST-5,0,0,0,0,0.00K,0.00K,2,0.67,150,41.0366,-85.8926,41.0431,-85.8831
17,1507,17,1508,INDIANA,2013,November,C,WHITE,EST-5,0,0,0,0,0.00K,0.00K,1,0.81,150,40.8227,-86.5949,40.8141,-86.6054
17,1520,17,1522,INDIANA,2013,November,C,CASS,EST-5,0,0,0,0,0.00K,0.00K,0,1.13,150,40.7276,-86.3914,40.7395,-86.3765
17,1647,17,1649,OHIO,2013,November,C,VAN WERT,EST-5,0,0,0,0,0.00K,0.00K,1,2.14,150,40.9703,-84.4573,40.988,-84.4236
17,1527,17,1529,MICHIGAN,2013,November,C,CASS,EST-5,0,0,0,0,0.00K,0.00K,1,0.38,50,41.895,-86.0079,41.8986,-86.0024
17,1655,17,1703,OHIO,2013,November,C,PUTNAM,EST-5,0,0,0,0,0.00K,0.00K,2,8.04,440,40.9909,-84.3418,41.0687,-84.2273
17,1654,17,1655,OHIO,2013,November,C,PAULDING,EST-5,0,0,0,0,0.00K,0.00K,1,0.02,440,40.9907,-84.3421,40.9909,-84.3418
17,1517,17,1527,INDIANA,2013,November,C,CASS,EST-5,0,0,0,0,0.00K,0.00K,3,9.38,100,40.5637,-86.3743,40.6257,-86.2153
17,1451,17,1457,INDIANA,2013,November,C,WHITE,EST-5,0,0,0,0,0.00K,0.00K,2,4.15,300,40.6918,-86.8785,40.6672,-86.9507
17,1443,17,1455,INDIANA,2013,November,C,WHITE,EST-5,0,0,0,0,0.00K,0.00K,2,9.1,1200,40.5689,-87.0955,40.6089,-86.93
17,1451,17,1457,INDIANA,2013,November,C,WHITE,EST-5,0,0,0,0,0.00K,0.00K,2,4.15,300,40.6918,-86.8785,40.6672,-86.9507
17,1542,17,1552,INDIANA,2013,November,C,GRANT,EST-5,0,0,0,0,0.00K,0.00K,2,11.62,700,40.5515,-85.8383,40.6529,-85.6676
17,1452,17,1501,INDIANA,2013,November,C,WHITE,EST-5,0,0,0,0,0.00K,0.00K,2,9.23,900,40.5649,-87.0791,40.5978,-86.9524
6,227,6,250,FLORIDA,2013,June,C,HILLSBOROUGH,EST-5,0,0,0,0,36.00K,0.00K,0,9.8,50,27.598,-82.296,27.737,-82.358
6,717,6,740,FLORIDA,2013,June,C,PALM BEACH,EST-5,0,0,0,0,0.00K,0.00K,0,12.45,25,26.335,-80.435,26.51,-80.387
24,1924,24,1940,FLORIDA,2013,June,C,PINELLAS,EST-5,0,0,0,0,,0.00K,0,1.91,10,27.8671,-82.6141,27.8516,-82.6399
6,218,6,220,FLORIDA,2013,June,C,PALM BEACH,EST-5,0,0,0,0,,,0,0.62,25,26.6734,-80.6706,26.6823,-80.6719
16,231,16,235,VIRGINIA,2014,May,C,LOUDOUN,EST-5,0,0,0,0,0.00K,5.00K,0,0.4,75,38.9626,-77.6952,38.9689,-77.6909
9,1835,9,1836,MISSOURI,2014,September,C,HOLT,CST-6,0,0,0,0,,,0,0.08,25,40.1757,-95.1212,40.1757,-95.1196
31,1910,31,1914,MASSACHUSETTS,2014,August,C,WORCESTER,EST-5,0,0,0,0,100.00K,0.00K,0,2.06,176,42.24,-71.8,42.26,-71.77
31,1610,31,1612,MONTANA,2014,July,C,BLAINE,MST-7,0,0,0,0,0.00K,0.00K,0,0.1,5,48.48,-108.37,48.48,-108.37
9,1840,9,1841,MISSOURI,2014,September,C,HOLT,CST-6,0,0,0,0,,,0,0.11,25,40.1853,-95.108,40.1853,-95.1058
7,1327,7,1329,SOUTH CAROLINA,2014,September,C,ORANGEBURG,EST-5,0,0,0,0,6.00K,2.00K,0,0.43,30,33.4296,-80.3952,33.4317,-80.4023
1,1841,1,1841,OKLAHOMA,2014,September,C,CRAIG,CST-6,0,0,0,0,0.00K,0.00K,0,0.2,50,36.9279,-95.1,36.9279,-95.1
13,1748,13,1750,ALABAMA,2014,October,C,LAMAR,CST-6,0,0,0,0,0.00K,0.00K,0,1.08,150,34.0087,-88.001,34.0209,-87.9893
29,505,29,507,KANSAS,2014,June,C,GOVE,CST-6,0,0,0,0,50.00K,0.00K,1,1,50,38.82,-100.56,38.82,-100.56
10,140,10,206,MISSOURI,2014,September,C,ADAIR,CST-6,0,0,0,0,,,1,18.27,20,40.17,-92.74,40.22,-92.4
18,1707,18,1715,SOUTH DAKOTA,2014,June,C,BUFFALO,CST-6,0,0,0,0,,,0,2,400,44.18,-99.28,44.2,-99.25
29,1849,29,1850,NORTH CAROLINA,2014,April,C,GREENE,EST-5,0,0,0,0,0.00K,0.00K,0,0.02,25,35.441,-77.7891,35.4411,-77.7888
3,302,3,304,ALABAMA,2014,October,C,MARSHALL,CST-6,0,0,0,0,,,0,0.48,75,34.401,-86.149,34.4051,-86.1422
3,212,3,213,ALABAMA,2014,October,C,MADISON,CST-6,0,0,0,0,,,0,0.7,250,34.6881,-86.7267,34.6934,-86.7163
13,800,13,802,LOUISIANA,2014,October,C,DE SOTO,CST-6,0,0,0,0,0.00K,0.00K,1,0.9,200,31.9764,-93.6991,31.975,-93.6838
28,1730,28,1732,KANSAS,2014,August,C,RUSSELL,CST-6,0,0,0,0,,0.00K,1,2,220,38.72,-98.92,38.7405,-98.8938
2,1309,2,1318,LOUISIANA,2014,September,C,DE SOTO,CST-6,0,0,0,0,250.00K,0.00K,1,3.6,350,32.1474,-93.5826,32.1479,-93.521
27,1540,27,1542,KANSAS,2014,June,C,SHERMAN,MST-7,0,0,0,0,0.00K,,0,1,25,39.3,-101.54,39.3,-101.54
23,1420,23,1436,MISSISSIPPI,2014,December,C,MARION,CST-6,50,0,3,0,25.00M,0.00K,3,12.51,880,31.2273,-89.8331,31.3248,-89.6546
12,2130,12,2140,MISSISSIPPI,2014,June,C,CHICKASAW,CST-6,1,0,0,0,100.00K,0.00K,1,1.29,200,34.0312,-88.8194,34.0127,-88.8167
11,737,11,741,GEORGIA,2014,January,C,CHEROKEE,EST-5,0,0,0,0,3.00K,0.00K,0,2.9,10,34.3328,-84.5286,34.3476,-84.4811
20,2153,20,2155,TENNESSEE,2014,February,C,MOORE,CST-6,0,0,0,0,,,1,1.64,400,35.1935,-86.3331,35.2086,-86.3108
20,2208,20,2209,TENNESSEE,2014,February,C,FRANKLIN,CST-6,0,0,0,0,,,1,1.05,100,35.176,-86.2048,35.1752,-86.1862
21,829,21,831,GEORGIA,2014,February,C,TIFT,EST-5,0,0,0,0,100.00K,0.00K,0,2.22,300,31.43,-83.576,31.442,-83.541
23,1319,23,1328,LOUISIANA,2014,December,C,TANGIPAHOA,CST-6,0,0,0,0,400.00K,0.00K,2,4.62,150,30.7289,-90.4799,30.7621,-90.4123
23,1446,23,1447,MISSISSIPPI,2014,December,C,LAMAR,CST-6,0,0,0,0,23.00K,0.00K,0,0.24,50,31.4247,-89.5358,31.4261,-89.5321
23,1627,23,1629,MISSISSIPPI,2014,December,C,CLARKE,CST-6,0,0,0,0,7.00K,0.00K,0,0.49,100,32.0005,-88.4854,32.003,-88.4776
15,1702,15,1706,MISSISSIPPI,2014,December,C,SMITH,CST-6,0,0,0,0,6.00K,0.00K,0,1.53,50,31.8276,-89.6172,31.8374,-89.5939
15,1756,15,1800,MISSISSIPPI,2014,December,C,WARREN,CST-6,0,0,0,0,12.00K,0.00K,0,1.17,75,32.3668,-90.7339,32.371,-90.7144
24,1030,24,1031,NORTH CAROLINA,2014,December,C,NEW HANOVER,EST-5,1,0,0,0,60.00K,0.00K,1,0.2,25,34.3124,-77.917,34.3146,-77.9147
8,955,8,1004,COLORADO,2014,June,C,PARK,MST-7,0,0,0,0,,,1,0.25,100,39.113,-105.0572,39.113,-105.0572
29,1126,29,1130,GEORGIA,2014,December,C,LOWNDES,EST-5,9,0,0,0,750.00K,0.00K,2,0.74,180,30.8157,-83.2833,30.8188,-83.2713
23,1358,23,1400,GEORGIA,2014,December,C,LOWNDES,EST-5,0,0,0,0,0.00K,0.00K,0,0.1,25,30.77,-83.33,30.7711,-83.3289
17,200,17,210,ALABAMA,2014,November,C,CLARKE,CST-6,0,0,0,0,150.00K,0.00K,1,10.33,150,31.5451,-88,31.6294,-87.8551
17,359,17,405,ALABAMA,2014,November,C,BUTLER,CST-6,0,0,0,0,100.00K,0.00K,1,5.89,150,31.6093,-86.7471,31.6554,-86.6629
23,1640,23,1701,GEORGIA,2014,November,C,MONROE,EST-5,0,0,0,0,30.00K,,1,20.02,70,32.8818,-84.0179,33.1068,-83.8002
23,1714,23,1717,GEORGIA,2014,November,C,PULASKI,EST-5,0,0,0,0,5.00K,,0,2.7,50,32.3391,-83.5768,32.3419,-83.5307
20,2223,20,2225,TENNESSEE,2014,February,C,FRANKLIN,CST-6,0,0,0,0,,,1,1.98,400,35.287,-85.992,35.3028,-85.9627
8,1158,8,1158,COLORADO,2014,June,C,ARAPAHOE,MST-7,1,0,0,0,,,1,0.25,100,39.7,-104.81,39.7,-104.81
21,54,21,55,OHIO,2014,February,C,DELAWARE,EST-5,0,0,0,0,100.00K,0.00K,0,0.13,80,40.2952,-82.9659,40.2958,-82.9624
20,2105,20,2107,ALABAMA,2014,February,C,LIMESTONE,CST-6,0,0,0,0,,,1,2.73,500,34.8798,-87.0707,34.8865,-87.0233
13,1224,13,1227,ILLINOIS,2014,October,C,ST. CLAIR,CST-6,0,0,0,0,0.00K,0.00K,1,1.38,100,38.4703,-89.9263,38.4895,-89.9195
7,1522,7,1530,COLORADO,2014,May,C,WASHINGTON,MST-7,0,0,0,0,0.00K,0.00K,0,5.46,100,40.13,-103.08,40.15,-102.98
8,1243,8,1243,COLORADO,2014,June,C,ARAPAHOE,MST-7,0,0,0,0,0.00K,0.00K,0,0.1,50,39.55,-104.32,39.55,-104.32
29,1229,29,1232,COLORADO,2014,September,C,DELTA,MST-7,0,0,0,0,0.00K,0.00K,0,0.19,25,38.7679,-108.2396,38.7705,-108.2391
7,1505,7,1505,COLORADO,2014,May,C,WASHINGTON,MST-7,0,0,0,0,0.00K,0.00K,0,0.1,50,40.02,-103.03,40.02,-103.03
7,1625,7,1625,COLORADO,2014,May,C,PHILLIPS,MST-7,0,0,0,0,0.00K,0.00K,0,0.1,50,40.6,-102.63,40.6,-102.63
7,1415,7,1425,COLORADO,2014,May,C,WELD,MST-7,0,0,0,0,0.00K,0.00K,0,2.62,100,40.23,-104.81,40.2076,-104.77
8,1243,8,1243,COLORADO,2014,June,C,ELBERT,MST-7,0,0,0,0,0.00K,0.00K,0,0.1,50,39.55,-104.32,39.55,-104.32
24,1716,24,1717,OHIO,2014,December,C,FAIRFIELD,EST-5,0,0,0,0,15.00K,0.00K,0,0.63,30,39.728,-82.634,39.733,-82.624
14,448,14,450,GEORGIA,2014,October,C,FULTON,EST-5,0,0,0,0,15.00K,,0,0.42,100,33.9935,-84.3873,33.9992,-84.385
17,251,17,251,FLORIDA,2014,November,C,BAY,CST-6,0,0,0,0,0.00K,0.00K,0,0.01,50,30.3,-85.92,30.3,-85.92
27,1312,27,1315,TEXAS,2014,December,C,LIBERTY,CST-6,0,0,0,0,10.00K,0.00K,0,0.23,75,30.3853,-94.7823,30.3855,-94.781
22,2050,22,2053,TEXAS,2014,June,C,ROBERTS,CST-6,0,0,0,0,0.00K,0.00K,1,1,100,35.9433,-100.5581,35.9498,-100.5259
16,1948,16,1950,LOUISIANA,2014,November,C,LIVINGSTON,CST-6,0,0,0,0,5.00K,0.00K,0,1.12,100,30.4023,-90.9214,30.4154,-90.9104
16,2011,16,2022,LOUISIANA,2014,November,C,LIVINGSTON,CST-6,0,0,0,0,,2.00K,1,3.87,300,30.5597,-90.7428,30.6058,-90.7058
23,1649,23,1655,GEORGIA,2014,November,C,LAMAR,EST-5,0,0,0,0,5.00K,,1,4.44,100,33.1532,-84.1128,33.2026,-84.0638
23,1712,23,1714,GEORGIA,2014,November,C,NEWTON,EST-5,0,0,0,0,2.00K,,0,0.53,50,33.3932,-83.8894,33.4,-83.885
17,111,17,115,ALABAMA,2014,November,C,PERRY,CST-6,0,0,0,0,0.00K,0.00K,1,3.53,300,32.699,-87.4659,32.7309,-87.4184
23,1527,23,1529,GEORGIA,2014,November,C,STEWART,EST-5,0,0,0,0,5.00K,,1,0.47,100,32.0315,-84.8078,32.0378,-84.8046
17,445,17,511,ALABAMA,2014,November,C,PIKE,CST-6,0,0,0,0,0.00K,0.00K,1,19.67,500,31.8436,-86.1844,31.971,-85.8845
17,624,17,625,ALABAMA,2014,November,C,RUSSELL,CST-6,0,0,0,0,0.00K,0.00K,1,0.22,100,32.199,-85.0592,32.2011,-85.0564
17,538,17,549,FLORIDA,2014,November,C,GADSDEN,EST-5,0,0,0,0,50.00K,0.00K,1,7.14,420,30.533,-84.872,30.5957,-84.7766
23,1537,23,1550,GEORGIA,2014,November,C,CHATTAHOOCHEE,EST-5,0,0,0,0,25.00K,,1,18.14,75,32.2982,-84.7905,32.5266,-84.6373
23,1552,23,1557,GEORGIA,2014,November,C,TALBOT,EST-5,0,0,0,0,5.00K,,1,2.4,70,32.533,-84.6319,32.5596,-84.6053
23,1135,23,1138,ALABAMA,2014,November,C,GREENE,CST-6,0,0,0,0,0.00K,0.00K,0,2.05,150,32.6387,-87.8364,32.6669,-87.8255
23,1620,23,1633,GEORGIA,2014,November,C,UPSON,EST-5,0,0,0,0,40.00K,,0,8.51,200,32.8945,-84.3502,32.9907,-84.2586
23,1633,23,1636,GEORGIA,2014,November,C,LAMAR,EST-5,0,0,0,0,5.00K,,0,2.47,80,32.9907,-84.2586,33.0197,-84.2336
21,28,21,31,ALABAMA,2014,February,C,DEKALB,CST-6,1,0,0,0,,,2,0.83,50,34.4941,-85.6754,34.4994,-85.6624
24,1250,24,1254,GEORGIA,2014,December,C,PIERCE,EST-5,0,0,0,0,,,1,5.69,100,31.406,-82.251,31.466,-82.185
27,1400,27,1406,TEXAS,2014,December,C,TYLER,CST-6,0,0,0,0,15.00K,0.00K,1,4.25,50,30.6829,-94.2553,30.7163,-94.1952
7,1643,7,1644,ILLINOIS,2014,June,C,MONROE,CST-6,0,0,0,0,0.00K,0.00K,0,0.3,30,38.2023,-90.0563,38.2043,-90.0514
17,524,17,538,FLORIDA,2014,November,C,LIBERTY,EST-5,0,0,0,0,0.00K,0.00K,0,9.33,420,30.455,-85,30.533,-84.872
13,1159,13,1200,ILLINOIS,2014,October,C,RANDOLPH,CST-6,0,0,0,0,0.00K,0.00K,0,0.29,50,38.1272,-90.0143,38.1313,-90.0128
13,1510,13,1512,ILLINOIS,2014,October,C,MARION,CST-6,0,0,0,0,0.00K,0.00K,1,1.05,75,38.4767,-88.8985,38.491,-88.8919
13,1446,13,1447,TEXAS,2014,April,C,CAMP,CST-6,0,0,0,0,500.00K,0.00K,0,0.28,25,33.0181,-94.9673,33.0212,-94.9643
27,1503,27,1515,MISSOURI,2014,March,C,DAVIESS,CST-6,0,0,0,0,,,1,9.25,200,39.91,-94.2,39.99,-94.06
27,1522,27,1527,MISSOURI,2014,March,C,DAVIESS,CST-6,0,0,0,0,,,2,2.98,100,40.03,-94,40.05,-93.95
18,1820,18,1830,NEBRASKA,2014,May,C,BOX BUTTE,MST-7,0,0,0,0,0.00K,0.00K,0,6.18,30,42.1,-103.15,42.15,-103.05
14,1644,14,1703,OHIO,2014,May,C,GREENE,EST-5,0,0,0,0,500.00K,0.00K,3,8.93,400,39.6808,-83.848,39.7753,-83.7333
15,1710,15,1713,NORTH CAROLINA,2014,May,C,DURHAM,EST-5,0,0,0,0,250.00K,0.00K,1,0.76,150,35.9538,-78.9347,35.9647,-78.9357
21,1212,21,1214,VIRGINIA,2014,February,C,WESTMORELAND,EST-5,0,0,0,0,15.00K,0.00K,0,0.84,25,38.1114,-76.9024,38.1172,-76.8888
27,1151,27,1156,MISSOURI,2014,April,C,LAFAYETTE,CST-6,0,0,0,0,,,0,2.38,50,38.9934,-93.9689,39.0157,-93.935
4,623,4,626,LOUISIANA,2014,April,C,CALCASIEU,CST-6,0,0,0,0,5.00K,0.00K,1,1.84,100,30.3977,-93.1845,30.3925,-93.1543
10,1615,10,1617,MISSOURI,2014,May,C,JACKSON,CST-6,0,0,0,0,,,2,1.21,500,39.2115,-94.1926,39.2125,-94.1701
21,1326,21,1330,NORTH CAROLINA,2014,February,C,WAYNE,EST-5,0,0,0,0,25.00K,0.00K,1,0.83,175,35.277,-78.258,35.287,-78.25
20,1610,20,1612,KANSAS,2014,April,C,THOMAS,CST-6,0,0,0,0,0.00K,0.00K,0,0.1,10,39.4,-100.9376,39.4,-100.9376
20,2033,20,2035,LOUISIANA,2014,February,C,EVANGELINE,CST-6,0,0,0,0,50.00K,0.00K,1,2.65,75,30.6913,-92.3903,30.6987,-92.3465
15,815,15,817,FLORIDA,2014,May,C,COLUMBIA,EST-5,0,0,0,0,,,1,0.4,50,30.1615,-82.7894,30.1657,-82.7852
6,1200,6,1201,FLORIDA,2014,March,C,PINELLAS,EST-5,0,0,0,0,0.00K,0.00K,0,0.05,10,27.865,-82.85,27.8654,-82.8494
6,1238,6,1239,FLORIDA,2014,March,C,HILLSBOROUGH,EST-5,0,0,0,0,0.00K,0.00K,0,1.38,15,27.982,-82.604,27.994,-82.586
28,1257,28,1258,MISSISSIPPI,2014,April,C,YAZOO,CST-6,0,0,0,0,0.00K,0.00K,0,0.24,50,32.7526,-90.6067,32.7551,-90.6039
9,2117,9,2119,SOUTH CAROLINA,2014,June,C,ORANGEBURG,EST-5,0,0,0,0,,,0,1.87,75,33.3226,-80.5837,33.2978,-80.5708
28,1719,28,1722,MISSISSIPPI,2014,April,C,LOWNDES,CST-6,0,0,0,0,500.00K,0.00K,1,1.95,100,33.5251,-88.3037,33.5373,-88.2731
24,1215,24,1216,INDIANA,2014,June,C,OWEN,EST-5,0,0,0,0,12.00K,,0,0.5,75,39.4104,-86.7271,39.4161,-86.7213
5,1314,5,1315,SOUTH DAKOTA,2014,June,C,MINNEHAHA,CST-6,0,0,0,0,0.00K,0.00K,0,0.17,50,43.63,-96.9,43.631,-96.897
1,1721,1,1722,NORTH DAKOTA,2014,June,C,CASS,CST-6,0,0,0,0,0.00K,0.00K,0,0.1,25,46.85,-97.29,46.85,-97.29
11,1214,11,1217,NORTH DAKOTA,2014,June,C,RAMSEY,CST-6,0,0,0,0,0.00K,0.00K,0,0.4,30,48.11,-98.81,48.11,-98.81
21,1935,21,1942,MINNESOTA,2014,June,C,POLK,CST-6,0,0,0,0,5.00K,0.00K,1,2,300,47.63,-96.4411,47.63,-96.4
20,1610,20,1611,MINNESOTA,2014,June,C,OTTER TAIL,CST-6,0,0,0,0,0.00K,0.00K,0,0.3,20,46.4134,-95.6082,46.4151,-95.6024
22,1454,22,1455,NEW YORK,2014,May,C,ALBANY,EST-5,0,0,0,0,,,1,0.51,440,42.7336,-74.1512,42.7264,-74.1489
6,1747,6,1748,KANSAS,2014,June,C,KEARNY,CST-6,0,0,0,0,0.00K,0.00K,0,0.51,25,37.99,-101.22,37.9914,-101.2109
6,1758,6,1759,KANSAS,2014,June,C,KEARNY,CST-6,0,0,0,0,,,0,0.6,25,37.9843,-101.1479,37.9847,-101.1451
6,1759,6,1802,KANSAS,2014,June,C,KEARNY,CST-6,0,0,0,0,0.00K,0.00K,0,0.34,25,38.01,-101.13,38.0138,-101.1146
24,1338,24,1342,INDIANA,2014,June,C,MARION,EST-5,0,0,0,0,500.00K,,1,1.28,75,39.7398,-86.3266,39.7494,-86.3059
10,1047,10,1053,IDAHO,2014,May,C,JEFFERSON,MST-7,0,0,0,0,0.00K,0.00K,0,0.02,15,43.9914,-112.6153,43.9914,-112.6153
21,1740,21,1800,IDAHO,2014,May,C,POWER,MST-7,0,0,0,0,1.00K,0.00K,0,3,20,42.8465,-113.0487,42.8823,-112.9696
28,1814,28,1815,MISSISSIPPI,2014,April,C,SCOTT,CST-6,0,0,0,0,4.00K,0.00K,1,0.15,300,32.3261,-89.7294,32.3269,-89.7269
5,1605,5,1606,MINNESOTA,2014,June,C,ROCK,CST-6,0,0,0,0,0.00K,0.00K,0,0.25,50,43.71,-96.32,43.71,-96.315
5,1749,5,1750,MINNESOTA,2014,June,C,MURRAY,CST-6,0,0,0,0,0.00K,0.00K,0,0.28,50,43.92,-95.94,43.918,-95.935
11,1715,11,1718,MINNESOTA,2014,June,C,WADENA,CST-6,0,0,0,0,,,1,1,10,46.5538,-94.9473,46.554,-94.9293
26,1726,26,1727,TEXAS,2014,May,C,GLASSCOCK,CST-6,0,0,0,0,0.00K,0.00K,0,0.67,200,31.87,-101.3807,31.8784,-101.375
