BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
196609,5,830,196609,5,830,,9985065,FLORIDA,12,1966,September,Tornado,C,103,PINELLAS,,9/5/1966 8:30,CST,9/5/1966 8:30,0,0,0,0,0K,0,,0,,,,F0,0,10,,,,,0,,,0,,,27.97,-82.8,,,,,PUB
196605,26,1900,196605,26,1900,,10080646,NEW MEXICO,35,1966,May,Tornado,C,41,ROOSEVELT,,5/26/1966 19:00,CST,5/26/1966 19:00,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,34.22,-103.68,,,,,PUB
196610,14,1400,196610,14,1400,,10011977,IOWA,19,1966,October,Tornado,C,5,ALLAMAKEE,,10/14/1966 14:00,CST,10/14/1966 14:00,0,0,0,0,2.5K,0,,0,,,,,0,33,,,,,0,,,0,,,43.1,-91.6,,,,,PUB
196608,18,1600,196608,18,1600,,10135483,TEXAS,48,1966,August,Tornado,C,87,COLLINGSWORTH,,8/18/1966 16:00,CST,8/18/1966 16:00,0,0,0,0,0K,0,,0,,,,F0,1,23,,,,,0,,,0,,,35.05,-100.25,,,,,PUB
196607,8,1600,196607,8,1600,,10085100,NORTH DAKOTA,38,1966,July,Tornado,C,55,MCLEAN,,7/8/1966 16:00,CST,7/8/1966 16:00,0,0,0,0,25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,47.5,-100.72,,,,,PUB
196607,12,1600,196607,12,1600,,10085105,NORTH DAKOTA,38,1966,July,Tornado,C,1,ADAMS,,7/12/1966 16:00,CST,7/12/1966 16:00,0,0,0,0,25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,46,-102.7,,,,,PUB
196607,23,1420,196607,23,1420,,10085110,NORTH DAKOTA,38,1966,July,Tornado,C,17,CASS,,7/23/1966 14:20,CST,7/23/1966 14:20,0,0,0,0,0K,0,,0,,,,,0,33,,,,,0,,,0,,,46.9,-97.1,,,,,PUB
196607,25,2200,196607,25,2200,,10085116,NORTH DAKOTA,38,1966,July,Tornado,C,91,STEELE,,7/25/1966 22:00,CST,7/25/1966 22:00,0,0,0,0,25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,47.6,-97.9,,,,,PUB
196607,26,1250,196607,26,1250,,10085118,NORTH DAKOTA,38,1966,July,Tornado,C,77,RICHLAND,,7/26/1966 12:50,CST,7/26/1966 12:50,0,0,0,0,25K,0,,0,,,,,0,33,,,,,0,,,0,,,46.5,-96.87,,,,,PUB
196606,15,1800,196606,15,1800,,10092031,OKLAHOMA,40,1966,June,Tornado,C,103,NOBLE,,6/15/1966 18:00,CST,6/15/1966 18:00,0,0,0,0,25K,0,,0,,,,F1,0.2,33,,,,,0,,,0,,,36.53,-97.23,,,,,PUB
196606,8,1730,196606,8,1730,,10092016,OKLAHOMA,40,1966,June,Tornado,C,15,CADDO,,6/8/1966 17:30,CST,6/8/1966 17:30,0,0,0,0,25K,0,,0,,,,F1,0.5,33,,,,,0,,,0,,,35.48,-98.38,,,,,PUB
196606,8,1800,196606,8,1800,,10092017,OKLAHOMA,40,1966,June,Tornado,C,149,WASHITA,,6/8/1966 18:00,CST,6/8/1966 18:00,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,35.3,-98.8,,,,,PUB
196606,8,1920,196606,8,1920,,10092020,OKLAHOMA,40,1966,June,Tornado,C,15,CADDO,,6/8/1966 19:20,CST,6/8/1966 19:20,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,35.17,-98.2,,,,,PUB
