BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
197112,14,2340,197112,14,2340,,9983301,ARKANSAS,5,1971,December,Tornado,C,5,BAXTER,,12/14/1971 23:40,CST,12/14/1971 23:40,2,0,0,0,250K,0,,0,,,,F3,19.1,880,,,,,0,,,0,,,36.3,-92.55,36.37,-92.22,,,PUB
197106,4,1723,197106,4,1723,,10049760,MISSISSIPPI,28,1971,June,Tornado,C,91,MARION,,6/4/1971 17:23,CST,6/4/1971 17:23,0,0,0,0,250K,0,,0,,,,F2,0.5,33,,,,,0,,,0,,,31.23,-89.87,,,,,PUB
197105,30,1530,197105,30,1530,,10065953,NEBRASKA,31,1971,May,Tornado,C,47,DAWSON,,5/30/1971 15:30,CST,5/30/1971 15:30,0,0,0,0,25K,0,,0,,,,F0,0,33,,,,,0,,,0,,,40.73,-99.78,,,,,PUB
197106,2,1105,197106,2,1105,,10055862,MISSOURI,29,1971,June,Tornado,C,97,JASPER,,6/2/1971 11:05,CST,6/2/1971 11:05,1,0,0,0,.25K,0,,0,,,,F0,0.5,17,,,,,0,,,0,,,37.33,-94.42,,,,,PUB
197109,16,1445,197109,16,1445,,10115423,PENNSYLVANIA,42,1971,September,Tornado,C,1,ADAMS,,9/16/1971 14:45,CST,9/16/1971 14:45,0,0,0,0,25K,0,,0,,,,F1,0.1,33,,,,,0,,,0,,,39.75,-77.43,,,,,PUB
197104,23,1825,197104,23,1825,,9997574,GEORGIA,13,1971,April,Tornado,C,261,SUMTER,,4/23/1971 18:25,CST,4/23/1971 18:25,8,0,0,0,250K,0,,0,,,,F3,3.6,150,,,,,0,,,0,,,32.02,-84,32.02,-83.95,,,PUB
197104,27,2050,197104,27,2050,,10124746,TENNESSEE,47,1971,April,Tornado,C,41,DEKALB,,4/27/1971 20:50,CST,4/27/1971 20:50,0,0,0,0,250K,0,,0,,,,F3,3.8,200,,,,,0,,,0,,,36,-86.03,36.02,-85.97,,,PUB
197105,19,812,197105,19,812,,10000436,FLORIDA,12,1971,May,Tornado,C,91,OKALOOSA,,5/19/1971 8:12,CST,5/19/1971 8:12,0,0,0,0,0K,0,,0,,,,F0,0.3,17,,,,,0,,,0,,,30.5,-86.67,,,,,PUB
197103,18,1028,197103,18,1028,,10135022,TEXAS,48,1971,March,Tornado,C,139,ELLIS,,3/18/1971 10:28,CST,3/18/1971 10:28,0,0,0,0,2.5K,0,,0,,,,F0,0.3,7,,,,,0,,,0,,,32.47,-96.82,,,,,PUB
197109,16,1945,197109,16,1945,,10001543,FLORIDA,12,1971,September,Tornado,C,33,ESCAMBIA,,9/16/1971 19:45,CST,9/16/1971 19:45,1,0,0,0,25K,0,,0,,,,F1,4.1,100,,,,,0,,,0,,,30.47,-87.37,30.52,-87.33,,,PUB
197101,15,1220,197101,15,1220,,9996465,GEORGIA,13,1971,January,Tornado,C,279,TOOMBS,,1/15/1971 12:20,CST,1/15/1971 12:20,1,0,0,0,25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,32.22,-82.42,,,,,PUB
197112,14,1730,197112,14,1730,,10133127,TEXAS,48,1971,December,Tornado,C,439,TARRANT,,12/14/1971 17:30,CST,12/14/1971 17:30,4,0,0,0,2.5M,0,,0,,,,F1,0.1,17,,,,,0,,,0,,,32.73,-97.18,,,,,PUB
197105,25,1710,197105,25,1710,,9985435,COLORADO,8,1971,May,Tornado,C,95,PHILLIPS,,5/25/1971 17:10,CST,5/25/1971 17:10,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,40.57,-103.12,,,,,PUB
197101,25,1500,197101,25,1500,,9976285,ALABAMA,1,1971,January,Tornado,C,9,BLOUNT,,1/25/1971 15:00,CST,1/25/1971 15:00,0,0,0,0,25K,0,,0,,,,F0,2,33,,,,,0,,,0,,,33.97,-86.62,,,,,PUB
197101,25,1615,197101,25,1615,,9976286,ALABAMA,1,1971,January,Tornado,C,29,CLEBURNE,,1/25/1971 16:15,CST,1/25/1971 16:15,0,0,0,0,25K,0,,0,,,,F1,1,33,,,,,0,,,0,,,33.63,-85.6,,,,,PUB
197102,4,1945,197102,4,1945,,9976287,ALABAMA,1,1971,February,Tornado,C,93,MARION,,2/4/1971 19:45,CST,2/4/1971 19:45,12,0,0,0,25K,0,,0,,,,F3,24.5,750,,,,,0,,,0,,,34.03,-87.95,34.3,-87.67,,,PUB
197102,4,2015,197102,4,2015,,9976288,ALABAMA,1,1971,February,Tornado,C,59,FRANKLIN,,2/4/1971 20:15,CST,2/4/1971 20:15,1,0,1,0,25K,0,,0,,,,F3,9.6,750,,,,,0,,,0,,,34.3,-87.67,34.38,-87.53,,,PUB
197102,12,855,197102,12,855,,9976293,ALABAMA,1,1971,February,Tornado,C,97,MOBILE,,2/12/1971 8:55,CST,2/12/1971 8:55,0,0,0,0,25K,0,,0,,,,F1,1,33,,,,,0,,,0,,,30.82,-88.37,,,,,PUB
197104,23,1115,197104,23,1115,,9976341,ALABAMA,1,1971,April,Tornado,C,109,PIKE,,4/23/1971 11:15,CST,4/23/1971 11:15,0,0,0,0,.25K,0,,0,,,,F1,1,200,,,,,0,,,0,,,31.87,-86.05,,,,,PUB
197104,23,1140,197104,23,1140,,9976342,ALABAMA,1,1971,April,Tornado,C,99,MONROE,,4/23/1971 11:40,CST,4/23/1971 11:40,0,0,0,0,25K,0,,0,,,,F4,25.4,300,,,,,0,,,0,,,31.5,-87.3,31.77,-87,,,PUB
197102,26,1230,197102,26,1230,,9976304,ALABAMA,1,1971,February,Tornado,C,73,JEFFERSON,,2/26/1971 12:30,CST,2/26/1971 12:30,0,0,3,0,25K,0,,0,,,,F1,2,50,,,,,0,,,0,,,33.57,-86.67,,,,,PUB
197102,26,1400,197102,26,1400,,9976306,ALABAMA,1,1971,February,Tornado,C,111,RANDOLPH,,2/26/1971 14:00,CST,2/26/1971 14:00,0,0,0,0,25K,0,,0,,,,F0,0,33,,,,,0,,,0,,,33.13,-85.38,,,,,PUB
197102,26,1405,197102,26,1405,,9976307,ALABAMA,1,1971,February,Tornado,C,17,CHAMBERS,,2/26/1971 14:05,CST,2/26/1971 14:05,0,0,0,0,25K,0,,0,,,,F1,7.3,50,,,,,0,,,0,,,32.65,-85.57,32.68,-85.45,,,PUB
197102,26,1100,197102,26,1100,,9976302,ALABAMA,1,1971,February,Tornado,C,63,GREENE,,2/26/1971 11:00,CST,2/26/1971 11:00,0,0,0,0,250K,0,,0,,,,F3,4.3,50,,,,,0,,,0,,,32.82,-87.93,32.83,-87.87,,,PUB
197103,1,1615,197103,1,1615,,9976311,ALABAMA,1,1971,March,Tornado,C,69,HOUSTON,,3/1/1971 16:15,CST,3/1/1971 16:15,0,0,0,0,25K,0,,0,,,,F2,0,33,,,,,0,,,0,,,31.22,-85.4,,,,,PUB
197103,2,1000,197103,2,1000,,9976313,ALABAMA,1,1971,March,Tornado,C,109,PIKE,,3/2/1971 10:00,CST,3/2/1971 10:00,0,0,0,0,25K,0,,0,,,,F3,23.8,33,,,,,0,,,0,,,31.68,-85.97,31.73,-85.57,,,PUB
197103,2,2120,197103,2,2120,,9976314,ALABAMA,1,1971,March,Tornado,C,25,CLARKE,,3/2/1971 21:20,CST,3/2/1971 21:20,0,0,0,0,250K,0,,0,,,,F3,4.9,100,,,,,0,,,0,,,31.9,-87.82,31.92,-87.73,,,PUB
197103,3,400,197103,3,400,,9976315,ALABAMA,1,1971,March,Tornado,C,109,PIKE,,3/3/1971 4:00,CST,3/3/1971 4:00,0,0,0,0,25K,0,,0,,,,F3,2,33,,,,,0,,,0,,,31.72,-85.82,,,,,PUB
